447996	3941628	0.425069333	32.500024	81.5782749
447864	3941448	-2.04158085	215.232078	87.1899862
447660	3941148	3.66145441	216.717358	87.3607616
447492	3940908	1.51681207	218.377096	87.4037733
450024	3943740	-1.11426743	228.719275	83.9402454
449868	3943572	4.507512	217.729671	84.5527292
441660	3966000	179.532713	302.950005	80.2507292
441828	3965904	-179.193983	301.489915	80.2281523
442032	3965712	179.731544	319.707853	80.2717336
442200	3965520	-179.450289	323.035925	80.3115623
442356	3965256	-179.691687	336.358743	83.3356234
447204	3955848	179.280828	309.994392	70.4943976
447360	3955716	175.788162	316.121827	71.8527565
447480	3955560	177.401149	322.8773	72.9510707
447588	3955404	-175.885166	329.295045	73.6620392
447768	3955164	-179.31378	316.350641	74.3773392
447972	3954972	178.328459	311.993469	75.9740676
447240	3940620	-1.17213763	219.581471	86.0429324
447132	3940440	-0.66746307	219.567292	84.6663954
446988	3940284	-1.28027644	219.713634	83.7945662
446808	3940032	3.18549071	220.667678	84.6001463
446592	3939840	-4.39137182	220.973361	84.1142638
446436	3939660	-2.83047397	220.661762	83.3810246
451860	3949152	179.432383	304.094886	69.081322
452040	3949032	-178.331082	304.5	66
452196	3948924	-177.732969	305.413596	63.0062043
452808	3948276	179.264133	312.894927	57.4889086
447072	3957324	-174.907754	320.829919	78.3456925
447216	3957060	177.609425	319.378692	78.4307329
447432	3956808	178.380055	318.135952	74.3886415
447864	3956280	177.33136	322.391606	81.3055245
448020	3956064	179.181852	327.367907	81.3922795
445728	3958740	-179.720545	327.609474	76.5459794
445872	3958536	177.702772	315.799452	77.9373471
446064	3958368	-178.957294	314.149678	77.6232114
446256	3958188	-178.571195	313.300402	78.7327605
446424	3957996	179.513331	323.238962	78.9490997
446616	3957756	178.828218	318.308319	75.7086945
446784	3957540	179.034924	318.418803	77.6658911
456192	3945288	178.919136	317.4242	63.4076683
456360	3945132	178.94603	316.095462	62.1897975
456468	3944988	178.961083	315.64163	62.6609768
456612	3944820	-178.887458	314.725045	62.8480234
456768	3944664	-179.154061	322.081197	80.5520971
456924	3944556	179.300956	320.150237	80.4879504
457140	3944376	178.835029	321.091368	81.5627924
457272	3944172	-137.441812	323.545704	80.8987548
457332	3943980	-141.418469	321.471172	80.9411398
450204	3950604	-179.469417	320.619793	62.6487538
450360	3950472	-177.407379	318.5562	63.2116834
450504	3950328	178.615155	320.810307	62.0735533
450636	3950172	-179.363338	320.889535	61.5817894
450780	3950016	-179.361976	312.886493	60.6079267
450948	3949860	-179.476011	311.337028	62.0975869
451116	3949728	-179.266749	311.789107	65.245933
451344	3949572	-179.469507	308.740706	62.4837162
451560	3949392	-178.988894	307.250631	63.2841442
453984	3947184	-175.277856	316	61
461880	3939204	179.165675	319.278156	80.2309871
462012	3938964	-166.597295	319.28741	81.0184385
462168	3938736	177.472176	326.90773	79.6546101
462312	3938520	179.327681	325.050159	81.4356422
462492	3938292	-177.973646	317.64405	81.8196093
462660	3938064	-179.497535	323.56076	83.2583916
462756	3937824	-176.972657	354.054475	80.7817156
462768	3937596	-177.093703	356.268603	85.673948
462780	3937380	-170.028953	356	85.991823
462828	3937152	178.659472	331.651998	85.3351935
449136	3943044	1.3506239	222.756419	86.1418439
443508	3963000	177.84654	156.933677	85.0481744
441120	3965484	179.431948	350	81
441144	3965244	-178.067102	353.293448	81
441180	3965004	168.144743	347.627148	81
441240	3964764	168.049138	350	81
441312	3964524	-154.60012	352.290424	47.7082355
441348	3964272	-159.791076	346.051062	66.9128099
441420	3964032	-160.422512	346.123725	89.8057269
441480	3963792	-159.455001	346.123725	78.1672132
441528	3963552	-154.328463	346.551385	67.1500188
441588	3963300	-144.7193	347.632069	57.0054053
441648	3963060	-137.341375	347.303451	62.6536154
441744	3962760	-123.330844	339.667644	70.3143628
441852	3962352	-132.245269	348.222668	60.0215494
445260	3959952	-131.022024	332.060381	81.2231636
457620	3943608	-163.334161	327.566839	82.7476272
454524	3949236	-0.3602593	209.351654	89.140168
454488	3949164	2.9898919	210.974885	89.3794269
453492	3947400	-0.652139209	217.448257	87.0138931
439008	3968508	2.97585583	412.519066	87
454344	3946932	173.281638	312.746371	62.5307222
454524	3946824	-178.537995	309.488347	65.470214
454824	3946596	178.718132	310.297148	64.3405771
454356	3946932	175.964137	312.746371	62.5307222
454476	3946848	178.932395	309.371658	66.113494
457680	3944844	-6.05265395	38.1546491	82
457596	3944724	10.3548464	219.051204	82
448212	3955392	-176.918424	302.761495	76.8975196
448440	3955272	179.555415	293.388819	74.3186733
448704	3955116	-177.969245	310.370244	73.8280331
448968	3954936	-175.827025	298.06366	73.9597203
449232	3954768	-179.740675	308.32686	73.6924546
449916	3954060	178.866638	311.681851	74.4922218
450168	3953820	-179.981316	309.60766	70.2000474
450408	3953592	-179.924936	309.703872	70.501146
450648	3953412	-179.420392	310.668158	73.0370407
450912	3953196	174.268722	311.848738	76.2706066
451176	3952980	175.891682	310.219392	75.0445302
451428	3952788	-179.360851	311.428824	75.7206016
451668	3952548	-172.795922	310.366557	76.98134
440412	3966816	2.45094955	226.29549	87
440256	3966672	1.96308341	226.455692	87
443268	3964032	-177.321664	141.437097	81.9174107
443328	3963720	179.129217	135.766472	81.7266478
444900	3959232	-175.003774	330.306016	79.8659672
444960	3959088	-174.815493	335.513303	86.2965097
452652	3946152	0.912262656	218.958885	86.90823
452532	3945936	1.65549945	219.477124	87.1614296
452352	3945708	-3.26212683	217.839888	87.3921573
452148	3945504	-3.9698497	223.174537	84.2724399
451944	3945324	-1.5489725	222.392604	82.7012826
451728	3945144	-1.60717895	222.298641	80.1010775
451584	3944928	-8.75368527	221.406336	82.6790431
451500	3944712	-12.8783072	216.632372	82.7679875
451404	3944496	-0.651188815	219.821835	77.9453274
451248	3944292	-1.33555031	222.35003	76.1847278
451080	3944088	-1.86706779	223.116039	76.7328823
450612	3943788	-2.21787952	232.142439	77.2840578
450420	3943692	-1.44877277	231.028573	78.1516919
450228	3943596	-2.70597486	232.601909	83.4475779
450048	3943464	9.18867786	232.141762	84.5273255
449832	3943368	13.3804532	232.466564	86.1504775
449544	3943104	2.61828682	235.061177	87.0573735
449400	3942996	1.58593218	238.160154	85.9590526
449220	3942876	1.28875622	238.089293	85.4352551
448932	3942672	-0.77679114	231.952647	83.2118092
448680	3942444	0.792343083	227.796391	85.0998826
448464	3942168	-2.61722514	223.986228	85.373026
448296	3941904	1.53155436	217.101211	86.4241531
448452	3955812	165.679698	313.74223	78.616232
448680	3955596	-175.134771	313.954427	74.9192234
446088	3957048	-179.355824	322.590439	80.7201082
446556	3956256	-179.537017	325.977681	73.0869842
446736	3955992	-179.512551	324.515474	71.7735376
446928	3955740	179.364416	324.827024	69.8574671
447108	3955476	-179.191523	329.151762	72.7714143
447252	3955212	179.325951	330.915194	73.8969578
447348	3954948	178.762657	334.188298	74.3936893
447828	3954072	-179.971064	332.695112	75.5079658
448092	3953496	-164.371156	328.977686	73.9723564
448212	3953316	178.339153	326.865311	72.0262357
448344	3953100	179.331754	327.107496	71.2202309
448536	3952848	-179.891623	320.745155	67.0628005
448764	3952572	-179.793069	318.647758	62.6424114
448944	3952320	-179.655938	326.062409	73.7015242
449100	3952068	179.849437	315.789503	62.6157548
449268	3951804	-179.869447	318.724711	62.9159712
449436	3951528	-179.80001	328.352228	56.0079397
453492	3947772	-178.204002	316	61
453756	3947472	179.909409	316	61
443460	3964188	-132.7183	141.437097	66
443628	3963912	-124.111381	135.766472	66
443712	3963624	-148.340652	152.958165	66
443844	3963360	-163.790825	153.562486	66
443976	3963108	-130.839349	153.524566	66
444192	3962832	-122.753685	162.205707	66
444276	3962544	-116.910886	165.339414	66
444312	3962280	-117.88883	169.043189	66
444360	3961776	-152.272016	4.1685853	65.8252661
444444	3961536	-142.573136	354.676739	82.7959342
444444	3961260	-159.374749	342.589463	83.6393605
444552	3960972	-179.841435	338.584244	83.3985626
444720	3960624	-179.854135	332.370379	82.11732
444852	3960348	176.300921	333.905269	80.5070414
445008	3960084	-179.845737	332.151398	82.4224218
445128	3959820	179.858757	332.329268	80.9660525
445296	3959532	175.1671	325.90926	77.2246128
445428	3959268	167.43527	325.579254	76.450336
445548	3958896	-155.323143	353.682554	76.2639336
445560	3958728	-153.80847	186.594838	76.2251661
445560	3958440	179.777868	342.568292	77.9373471
445668	3958188	-179.945819	335.042024	79.444219
445800	3957912	-179.898311	336.973221	80.3280395
445908	3957636	-179.887991	339.682721	79.7715173
452940	3948396	-163.84442	312.894927	57.4889086
453084	3948228	-171.990187	311.658061	61.020312
453228	3948024	-168.055237	314.546483	58.3878824
458328	3944508	-178.233884	319.848996	66.2641938
458520	3944292	166.219841	301.610367	64.9868599
458520	3944052	178.386347	300.971584	64.57275
458736	3943932	-174.693397	301.764397	67.0255419
458988	3943800	-167.785934	296.830895	71.258584
459228	3943704	-172.580089	300.347764	73.3772491
459432	3943620	-166.353345	298.524688	71.8248403
459696	3943452	-175.323364	301.939485	72.8258593
459936	3943272	-179.903596	304.12874	71.5785924
460164	3943092	-176.891975	304.751993	70.6760668
460404	3942900	-179.482383	304.971735	69.4654156
460620	3942732	178.705213	303.736467	64.5278885
460872	3942540	179.344571	313.851493	67.047844
461028	3942312	-177.354352	314.311381	71.5042623
461244	3942072	-177.970177	317.813744	62.4043511
461424	3941844	178.384903	320.536414	66.0337925
461616	3941616	-178.91016	319.531203	65.0937784
461856	3941412	177.255114	317.817862	62.5105788
462012	3941184	-178.4174	317.805493	64.615571
462228	3940944	-177.523171	320.015136	72.5048444
462456	3940764	-178.480398	323.64289	74.4735549
462684	3940548	-179.848767	323.984853	75.8621626
462864	3940320	179.897458	325.244888	77.4246541
463044	3940080	-179.271158	324.436358	78.7749882
463188	3939852	-178.379836	323.609201	77.9464261
463344	3939612	178.445611	324.230987	77.4979435
463500	3939372	178.690826	325.618734	76.0096259
463644	3939144	179.382686	326.252026	75.2125988
463788	3938904	-178.494692	321.187975	75.3205244
464016	3938688	178.292718	316.347852	74.614716
464268	3938484	179.284298	313.555454	75.1645496
464472	3938316	178.824828	310.418592	73.1060577
444060	3959160	-90.5212664	14.8574936	51
